"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"0126565619","AuthorsNamesList","ellis,juanita; korper,steffano; speed,tim","paperbackshop-us","null"
"0126565619","AuthorsNamesList","ellis,juanita; korper,steffano; speed,tim","quartermelon","null"
"0126565619","AuthorsNamesList","ellis,juanita; korper,steffano; speed,tim","revaluation books","null"
"0126565619","AuthorsNamesList","speed,tim","sapientia","null"
"0126567557","AuthorsNamesList","spielman,sue","a1books","null"
"0126567557","AuthorsNamesList","spielman,sue","blackwell online","null"
"0126567557","AuthorsNamesList","spielman,sue","bobs books","null"
"0126567557","AuthorsNamesList","spielman,sue","books down under","null"
"0126567557","AuthorsNamesList","spielman,sue","browns books","null"
"0126567557","AuthorsNamesList","spielman,sue","caiman","null"
"0126567557","AuthorsNamesList","spielman,sue","d2d books","null"
"0126567557","AuthorsNamesList","spielman,sue","free postage ! @thebookcompany","null"
"0126567557","AuthorsNamesList","spielman,sue","gunars store","null"
"0126567557","AuthorsNamesList","spielman,sue","gunter koppon","null"
"0126567557","AuthorsNamesList","spielman,sue","lakeside books","null"
"0126567557","AuthorsNamesList","spielman,sue","limelight bookshop","null"
"0126567557","AuthorsNamesList","spielman,sue","papamedia.com","null"
"0126567557","AuthorsNamesList","spielman,sue","quartermelon","null"
"0126567557","AuthorsNamesList","spielman,sue","sarl culture-factory","null"
"0126567557","AuthorsNamesList","spielman,sue","stratford books","null"
"0126567557","AuthorsNamesList","spielman,sue","the book depository","null"
"0126567557","AuthorsNamesList","spielman,sue","thebookcom","null"
"0126567557","AuthorsNamesList","spielman,sue","worldofbooks","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","a1books","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","alphacraze.com","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","antiquariat dorner","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","blackwell online","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","bobs books","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","book lovers usa","null"
"0126853525","AuthorsNamesList","teorey,toby","browns books","null"
"0126853525","AuthorsNamesList","teorey,toby","caiman","null"
"0126853525","AuthorsNamesList","lightstone,sam; teorey,toby","college book service","null"
"0126853525","AuthorsNamesList","teorey,toby","collegetextbookbin.com","null"
"0126853525","AuthorsNamesList","teorey,toby","free postage ! @thebookcompany","null"
"0126853525","AuthorsNamesList","lightstone,sam","gunter koppon","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","htbook","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","lakeside books","null"
"0126853525","AuthorsNamesList","teorey,toby","limelight bookshop","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","movies with a smile","null"
"0126853525","AuthorsNamesList","teorey,toby","papamedia.com","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","paperbackworld.de","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","players quest","null"
"0126853525","AuthorsNamesList","teorey,toby","powell's  books","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","quartermelon","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","revaluation books","null"
"0126853525","AuthorsNamesList","nadeau,tom; teorey,toby","speedy books shipping from usa!","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","striped ostrich","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","textbookxdotcom","null"
"0126853525","AuthorsNamesList","teorey,toby","the book depository","null"
"0126853525","AuthorsNamesList","teorey,toby","thebookcom","null"
"0126853525","AuthorsNamesList","nadeau,tom; lightstone,sam; teorey,toby","versandantiquariat robert a. mueller","null"
"0126853525","AuthorsNamesList","lightstone,sam","worldofbooks","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","a1books","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","blackwell online","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","bobs books","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","book lovers usa","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","browns books","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","caiman","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","free postage ! @thebookcompany","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","htbook","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","lakeside books","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","limelight bookshop","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","papamedia.com","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario","paperbackshop-us","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","paperbackworld.de","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","powell's  books","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe; johnson,karyn","quartermelon","null"
"012715051X","AuthorsNamesList","demeester,piet; vasseur,jeanphilippe","reliable book service","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","revaluation books","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","stratford books","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","sunmark store","null"
"012715051X","AuthorsNamesList","demeester,piet","the book depository","null"
"012715051X","AuthorsNamesList","vasseur,jeanphilippe","thebookcom","null"
"012715051X","AuthorsNamesList","demeester,piet; pickavet,mario; vasseur,jeanphilippe","versandantiquariat robert a. mueller","null"
"0127323503","AuthorsNamesList","wall,david","a1books","null"
"0127323503","AuthorsNamesList","wall,david","books2anywhere.com","null"
"0127323503","AuthorsNamesList","wall,david","caiman","null"
"0127323503","AuthorsNamesList","wall,david","limelight bookshop","null"
"0127323503","AuthorsNamesList","wall,david","papamedia.com","null"
"0127323503","AuthorsNamesList","wall,david","paperbackshop-us","null"
"0127323503","AuthorsNamesList","wall,david","powell's  books","null"
"0127323503","AuthorsNamesList","wall,david","revaluation books","null"
"0127323503","AuthorsNamesList","wall,david","sarl culture-factory","null"
"0127323503","AuthorsNamesList","wall,david","the book depository","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","a1books","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","bargainbookstores.com","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","bookmantra.com","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","bridebooks, llc","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","brownsbooks international","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","bunches of books","null"
"0127347607","AuthorsNamesList","wang,dongming","caiman","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","der buchfreund","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","dotcom liquidators / dc 1","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","fairandfast","null"
"0127347607","AuthorsNamesList","wang,dongming","free postage ! @thebookcompany","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","lakeside books","null"
"0127347607","AuthorsNamesList","wang,dongming","limelight bookshop","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","my back pages balham","null"
"0127347607","AuthorsNamesList","wang,dongming","papamedia.com","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","paperbackshop-us","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","pima","null"
"0127347607","AuthorsNamesList","gao,xiaoshan","powell's  books","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","pro quo books","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","quartermelon","null"
"0127347607","AuthorsNamesList","gao,xiaoshan; wang,dongming","revaluation books","null"
"0127347607","AuthorsNamesList","wang,dongming","thebookcom","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","a1books","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","aha-buch","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","alphacraze.com","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","blackwell online","null"
"0127425039","AuthorsNamesList","wellner,richard","bobs books","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","book lovers usa","null"
"0127425039","AuthorsNamesList","wellner,richard","books down under","null"
"0127425039","AuthorsNamesList","plaszczak,pawel","books2anywhere.com","null"
"0127425039","AuthorsNamesList","plaszczak,pawel","browns books","null"
"0127425039","AuthorsNamesList","wellner,richard; alison,","caiman","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","cobu gmbh & co. kg","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","college book service","null"
"0127425039","AuthorsNamesList","wellner,richard","gunars store","null"
"0127425039","AuthorsNamesList","wellner,richard","gunter koppon","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","lakeside books","null"
"0127425039","AuthorsNamesList","plaszczak,pawel","limelight bookshop","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","magus books seattle","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","mini city media","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","movies with a smile","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","papamedia.com","null"
"0127425039","AuthorsNamesList","plaszczak,pawel","paperbackshop-us","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","paperbackworld.de","null"
"0127425039","AuthorsNamesList","wellner,richard; alison,","powell's  books","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","quartermelon","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","reliable book service","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","revaluation books","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","textbookxdotcom","null"
"0127425039","AuthorsNamesList","plaszczak,pawel","the book depository","null"
"0127425039","AuthorsNamesList","plaszczak,pawel; wellner,richard","versandantiquariat robert a. mueller","null"
"0127425039","AuthorsNamesList","wellner,richard","worldofbooks","null"
"0127427511","AuthorsNamesList","weiss,jason","a1books","null"
"0127427511","AuthorsNamesList","weiss,jason","aha-buch","null"
"0127427511","AuthorsNamesList","weiss,jason","bobs books","null"
"0127427511","AuthorsNamesList","weiss,jason","books down under","null"
"0127427511","AuthorsNamesList","weiss,jason","books2anywhere.com","null"
"0127427511","AuthorsNamesList","weiss,jason","caiman","null"
"0127427511","AuthorsNamesList","weiss,jason","cobu gmbh & co. kg","null"
"0127427511","AuthorsNamesList","weiss,jason","gunars store","null"
"0127427511","AuthorsNamesList","weiss,jason","gunter koppon","null"
"0127427511","AuthorsNamesList","weiss,jason","limelight bookshop","null"
"0127427511","AuthorsNamesList","weiss,jason","papamedia.com","null"
"0127427511","AuthorsNamesList","weiss,jason","paperbackshop-us","null"
"0127427511","AuthorsNamesList","weiss,jason","paperbackworld.de","null"
"0127427511","AuthorsNamesList","weiss,jason","quartermelon","null"
"0127427511","AuthorsNamesList","weiss,jason","revaluation books","null"
"0127427511","AuthorsNamesList","weiss,jason","stratford books","null"
"0127427511","AuthorsNamesList","weiss,jason","the book depository","null"
"0127427511","AuthorsNamesList","weiss,jason","versandantiquariat robert a. mueller","null"
"0127427511","AuthorsNamesList","weiss,jason","worldofbooks","null"
"0127748601","AuthorsNamesList","hagiya,masami; weyhrauch,richard; yuasa,taiichi","alexander gallery","null"
"0127748601","AuthorsNamesList","yuasa,taiichi","caiman","null"
"0127748601","AuthorsNamesList","yuasa,taiichi","free postage ! @thebookcompany","null"
"0127748601","AuthorsNamesList","hagiya,masami; yuasa,taiichi; weyhauch,richard; kitajima,yasuko","george cross books","null"
"0127748601","AuthorsNamesList","hagiya,masami; weyhrauch,richard; yuasa,taiichi","lakeside books","null"
"0127748601","AuthorsNamesList","yuasa,taiichi","limelight bookshop","null"
"0127748601","AuthorsNamesList","yuasa,taiichi","papamedia.com","null"
"0127748601","AuthorsNamesList","hagiya,masami; yuasa,taiichi","paperbackshop-us","null"
"0127748601","AuthorsNamesList","hagiya,masami; weyhrauch,richard; yuasa,taiichi","quartermelon","null"
"0127748601","AuthorsNamesList","hagiya,masami; weyhrauch,richard; yuasa,taiichi","revaluation books","null"
"0127748601","AuthorsNamesList","yuasa,taiichi","thebookcom","null"
"0127887741","AuthorsNamesList","wayner,peter","a1books","null"
"0127887741","AuthorsNamesList","wayner,peter","limelight bookshop","null"
"0127887741","AuthorsNamesList","wayner,peter","papamedia.com","null"
"0127887741","AuthorsNamesList","wayner,peter","paperbackworld.de","null"
"0127887741","AuthorsNamesList","wayner,peter","powell's  books","null"
"0130132497","AuthorsNamesList","deitel,paul; deitel,harvey; strassberger,e.; nieto,tem","caiman","null"
"0130132497","AuthorsNamesList","deitel,paul; deitel,harvey","englishbookservice.com gti gmbh","null"
"0130132497","AuthorsNamesList","deitel,paul; deitel,harvey; nieto,tem","indoo.com","null"
"0130132497","AuthorsNamesList","deitel,harvey","limelight bookshop","null"
"0130132497","AuthorsNamesList","deitel,paul; deitel,harvey; nieto,tem","movies with a smile","null"
"0130132497","AuthorsNamesList","deitel,harvey","papamedia.com","null"
"0130132497","AuthorsNamesList","deitel,paul; deitel,harvey; strassberger,e.; nieto,tem","revaluation books","null"
"0130132497","AuthorsNamesList","deitel,harvey","textbookxdotcom","null"
"0130132497","AuthorsNamesList","deitel,harvey","the book depository","null"
"0130132497","AuthorsNamesList","deitel,paul; deitel,harvey; nieto,tem","thesaintbookstore","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","betterworld.com","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","bookbyte / norwest textbooks","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","bridge books, inc.","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","bucklin hill books","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","bunches of books","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","collegebooksdirect.com","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","ecampus.com","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","hippo books","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","indoo.com","null"
"0130142514","AuthorsNamesList","adams,joel","limelight bookshop","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","mildredsbooks","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","morgenstundt buch & kunst","null"
"0130142514","AuthorsNamesList","adams,joel","opoe-abe books","null"
"0130142514","AuthorsNamesList","adams,joel","papamedia.com","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","paperbackworld.de","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","revaluation books","null"
"0130142514","AuthorsNamesList","nyhoff,larry; nyhoff,jeffrey; adams,joel","squirrel away books","null"
"0130142514","AuthorsNamesList","adams,joel","textbooksnow","null"
"0130142514","AuthorsNamesList","adams,joel","textbookxdotcom","null"
"0130142514","AuthorsNamesList","nyhoff,jeffrey; adams,joel","versandantiquariat robert a. mueller","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","a1books","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","alphacraze.com","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","bobs books","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","bookholders","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","books down under","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","books2anywhere.com","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","brandnewtextbooks","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","byotb college textbook store","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","caiman","null"
"0130153907","AuthorsNamesList","hearn,donald","collegetextbookbin.com","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","englishbookservice.com gti gmbh","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","enjoystudy","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","flybookstore","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","gunars store","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","gunter koppon","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","happybook","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","htbook","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","indoo.com","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","international books","null"
"0130153907","AuthorsNamesList","hearn,donald","lgtextbooks.com","null"
"0130153907","AuthorsNamesList","hearn,donald","limelight bookshop","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","odeon books","null"
"0130153907","AuthorsNamesList","hearn,donald","opoe-abe books","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","papamedia.com","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","players quest","null"
"0130153907","AuthorsNamesList","hearn,donald","powell's  books","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","readmate","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","revaluation books","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","sandy chong","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","softcoverdeal","null"
"0130153907","AuthorsNamesList","hearn,donald","textbooks for less","null"
"0130153907","AuthorsNamesList","hearn,donald","textbooksnow","null"
"0130153907","AuthorsNamesList","baker,pauline","textbookxdotcom","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","the e","null"
"0130153907","AuthorsNamesList","baker,pauline; hearn,donald","www.textbooksrus.com","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","a1books","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","beagle books","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","best bargain books","null"
"0130166383","AuthorsNamesList","chu,kevin","bestpricedbooks.net","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","betterworld.com","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","blackwell online","null"
"0130166383","AuthorsNamesList","chu,kevin","bookmantra.com","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","books2anywhere.com","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","bunches of books","null"
"0130166383","AuthorsNamesList","chu,kevin","burke's books","null"
"0130166383","AuthorsNamesList","chu,kevin","caiman","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","great buy books","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","indoo.com","null"
"0130166383","AuthorsNamesList","chu,kevin","limelight bookshop","null"
"0130166383","AuthorsNamesList","chu,kevin","mediasell (g.i.v. mbh)","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","mildredsbooks","null"
"0130166383","AuthorsNamesList","chu,kevin","papamedia.com","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","paperbackshop-us","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","paperbackworld.de","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","revaluation books","null"
"0130166383","AuthorsNamesList","chu,kevin","textbookxdotcom","null"
"0130166383","AuthorsNamesList","chu,kevin","the book bin -- attn: carl","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","universalathenaeum","null"
"0130166383","AuthorsNamesList","chu,kevin; brower,eric","zillions of","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","a1books","null"
"0130174807","AuthorsNamesList","shekhar,shashi","aha-buch","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","books2anywhere.com","null"
"0130174807","AuthorsNamesList","shekhar,shashi","caiman","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","indoo.com","null"
"0130174807","AuthorsNamesList","shekhar,shashi","morgenstundt buch & kunst","null"
"0130174807","AuthorsNamesList","shekhar,shashi","opoe-abe books","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","papamedia.com","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","paperbackshop-us","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","paperbackworld.de","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","quartermelon","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","revaluation books","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","stratford books","null"
"0130174807","AuthorsNamesList","shekhar,shashi","textbooksnow","null"
"0130174807","AuthorsNamesList","shekhar,shashi","textbookxdotcom","null"
"0130174807","AuthorsNamesList","shekhar,shashi; chawla,sanjay","versandantiquariat robert a. mueller","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","a1books","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","ashleyjohnson","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","books r us","null"
"0130186619","AuthorsNamesList","krone,joan","caiman","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","chamblin bookmine","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","crossroad books","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","htbook","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","indoo.com","null"
"0130186619","AuthorsNamesList","feil,todd","opoe-abe books","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","papamedia.com","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","revaluation books","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","rose and laurel bookshop","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","sunmark store","null"
"0130186619","AuthorsNamesList","feil,todd","textbooksnow","null"
"0130186619","AuthorsNamesList","feil,todd","textbookxdotcom","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","textsearch, international (we recycle!)","null"
"0130186619","AuthorsNamesList","feil,todd","the book depository","null"
"0130186619","AuthorsNamesList","feil,todd; krone,joan","thesaintbookstore","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","a1books","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","alinonline","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","books2anywhere.com","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","books: silver rose llc","null"
"0130257869","AuthorsNamesList","watt,david","caiman","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","collegebooksdirect.com","null"
"0130257869","AuthorsNamesList","watt,david","free u.s. air shipping @ thebookcompany","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","govind garg","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","indoo.com","null"
"0130257869","AuthorsNamesList","watt,david","mellon's books","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","morgenstundt buch & kunst","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","papamedia.com","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","paperbackshop-us","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","paperbackworld.de","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","revaluation books","null"
"0130257869","AuthorsNamesList","watt,david","technischer overseas pvt. ltd.","null"
"0130257869","AuthorsNamesList","watt,david","textbooksnow","null"
"0130257869","AuthorsNamesList","watt,david","textbookxdotcom","null"
"0130257869","AuthorsNamesList","watt,david","the book depository","null"
"0130257869","AuthorsNamesList","watt,david","thebookcom","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","thesaintbookstore","null"
"0130257869","AuthorsNamesList","brown,deryck; watt,david","versandantiquariat robert a. mueller","null"
"0130284467","AuthorsNamesList","shaffer,clifford","a1books","null"
"0130284467","AuthorsNamesList","shaffer,clifford","a2zbooks","null"
"0130284467","AuthorsNamesList","shaffer,clifford","bookbyte / norwest textbooks","null"
"0130284467","AuthorsNamesList","shaffer,clifford","bookholders","null"
"0130284467","AuthorsNamesList","shaffer,clifford","caiman","null"
"0130284467","AuthorsNamesList","shaffer,clifford","extremelyreliable","null"
"0130284467","AuthorsNamesList","shaffer,clifford","indoo.com","null"
"0130284467","AuthorsNamesList","shaffer,clifford","kenneth biggs","null"
"0130284467","AuthorsNamesList","shaffer,clifford","limelight bookshop","null"
"0130284467","AuthorsNamesList","shaffer,clifford","mildredsbooks","null"
"0130284467","AuthorsNamesList","shaffer,clifford","opoe-abe books","null"
"0130284467","AuthorsNamesList","shaffer,clifford","papamedia.com","null"
"0130284467","AuthorsNamesList","shaffer,clifford","powell's  books","null"
"0130284467","AuthorsNamesList","shaffer,clifford","revaluation books","null"
"0130284467","AuthorsNamesList","shaffer,clifford","textbooksnow","null"
"0130284467","AuthorsNamesList","shaffer,clifford","textbookxdotcom","null"
"0130284467","AuthorsNamesList","shaffer,clifford","the muse ba","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","a1books","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","bookmantra.com","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","books2anywhere.com","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","caiman","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","indoo.com","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","limelight bookshop","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","papamedia.com","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","paperbackshop-us","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","revaluation books","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","textbooksnow","null"
"0130286524","AuthorsNamesList","dietrich,suzanne","textbookxdotcom","null"
"0130304182","AuthorsNamesList","blaha,michael","a1books","null"
"0130304182","AuthorsNamesList","blaha,michael","blackwell online","null"
"0130304182","AuthorsNamesList","blaha,michael","bookmantra.com","null"
"0130304182","AuthorsNamesList","blaha,michael","books2anywhere.com","null"
"0130304182","AuthorsNamesList","blaha,michael","browns books","null"
"0130304182","AuthorsNamesList","blaha,michael","bunches of books","null"
"0130304182","AuthorsNamesList","blaha,michael","ecampus.com","null"
"0130304182","AuthorsNamesList","blaha,michael","free u.s. air shipping @ thebookcompany","null"
"0130304182","AuthorsNamesList","blaha,michael","indoo.com","null"
"0130304182","AuthorsNamesList","blaha,michael","mellon's books","null"
"0130304182","AuthorsNamesList","blaha,michael","mildredsbooks","null"
"0130304182","AuthorsNamesList","blaha,michael","opoe-abe books","null"
"0130304182","AuthorsNamesList","blaha,michael","powell's  books","null"
"0130304182","AuthorsNamesList","blaha,michael","thebookcom","null"
"013031398X","AuthorsNamesList","rao,k.; milovanovic,dragorad; bojkovic,zoran","ashleyjohnson","null"
